125288;366444;;While taking action, they occasionally enjoy heightened//defenses.;Mentre agiscono, a volte si divertono ad aumentare le difese.
106192;366511;;William;William
89704;366519;;Winfried;Winfried
156852;366528;;Wolf_addArmor;Wolf_addArmor
97288;366542;;Wordsworth;Wordsworth
118472;366553;;Worries about dirt stains lead to distraction and//a decrease in accuracy.;La preoccupazione per le macchie di sporco porta alla distrazione e/o a una diminuzione della precisione.
91288;366628;;Wulfstan;Wulfstan
91768;366637;;Wyatt;Wyatt
106196;366643;;Xander;Xander
97864;366650;;Yang;Yang
98344;366655;;Yohko;Yohko
98324;366661;;Yoko;Yohko
98332;366661;;Yoko;Yohko
98336;366661;;Yoko;Yohko
91448;366666;;York;York
154728;366671;;Yosnoa the Hound;Yosnoa il segugio
154732;366671;;Yosnoa the Hound;Yosnoa il segugio
96968;366688;;Young;Young
224820;366694;;ZM Kar 0;ZM Kar 0
174388;366703;;ZM Kar 1;ZM Kar 1
246068;366712;;ZM Kar 1(g);ZM Kar 1(g)
206900;366724;;ZM Kar 2;ZM Kar 2
246324;366733;;ZM Kar 2(g);ZM Kar 2(g)
207156;366745;;ZM Kar 3;ZM Kar 3
246580;366754;;ZM Kar 3(g);ZM Kar 3(g)
227892;366766;;ZM Kar 3B;ZM Kar 3B
207412;366776;;ZM Kar 4;ZM Kar 4
246836;366785;;ZM Kar 4(g);ZM Kar 4(g)
228148;366797;;ZM Kar 4B;ZM Kar 4B
207668;366807;;ZM Kar 5;ZM Kar 5
247092;366816;;ZM Kar 5(g);ZM Kar 5(g)
228404;366828;;ZM Kar 5B;ZM Kar 5B
268592;366838;;ZM Kar 93;ZM Kar 93
268596;366838;;ZM Kar 93;ZM Kar 93
268848;366848;;ZM Kar 94;ZM Kar 94
268852;366848;;ZM Kar 94;ZM Kar 94
269104;366858;;ZM Kar 95;ZM Kar 95
269108;366858;;ZM Kar 95;ZM Kar 95
225076;366868;;ZM MP 0;ZM MP 0
176692;366876;;ZM MP 1;ZM MP 1
248628;366884;;ZM MP 1(g);ZM MP 1(g)
210228;366895;;ZM MP 2;ZM MP 2
248884;366903;;ZM MP 2(g);ZM MP 2(g)
210484;366914;;ZM MP 3;ZM MP 3
249140;366922;;ZM MP 3(g);ZM MP 3(g)
229428;366933;;ZM MP 3B;ZM MP 3B
210740;366942;;ZM MP 4;ZM MP 4
249396;366950;;ZM MP 4(g);ZM MP 4(g)
229684;366961;;ZM MP 4B;ZM MP 4B
210996;366970;;ZM MP 5;ZM MP 5
249652;366978;;ZM MP 5(g);ZM MP 5(g)
229940;366989;;ZM MP 5B;ZM MP 5B
269364;366998;;ZM MP 93;ZM MP 93
269620;367007;;ZM MP 94;ZM MP 94
269876;367016;;ZM MP 95;ZM MP 95
225844;367025;;ZM SG 0;ZM SG 0
174900;367033;;ZM SG 1;ZM SG 1
251188;367041;;ZM SG 1(g);ZM SG 1(g)
208180;367052;;ZM SG 2;ZM SG 2
251444;367060;;ZM SG 2(g);ZM SG 2(g)
208436;367071;;ZM SG 3;ZM SG 3
251700;367079;;ZM SG 3(g);ZM SG 3(g)
228660;367090;;ZM SG 3B;ZM SG 3B
208692;367099;;ZM SG 4;ZM SG 4
251956;367107;;ZM SG 4(g);ZM SG 4(g)
228916;367118;;ZM SG 4B;ZM SG 4B
208948;367127;;ZM SG 5;ZM SG 5
252212;367135;;ZM SG 5(g);ZM SG 5(g)
229172;367146;;ZM SG 5B;ZM SG 5B
272948;367155;;ZM SG 93;ZM SG 93
273204;367164;;ZM SG 94;ZM SG 94
273460;367173;;ZM SG 95;ZM SG 95
106200;367182;;Zack;Zack
90964;367187;;Zaka;Zaka
90972;367187;;Zaka;Zaka
90976;367187;;Zaka;Zaka
90984;367187;;Zaka;Zaka
93924;367187;;Zaka;Zaka
93932;367187;;Zaka;Zaka
93936;367187;;Zaka;Zaka
93940;367187;;Zaka;Zaka
94004;367187;;Zaka;Zaka
94012;367187;;Zaka;Zaka
94016;367187;;Zaka;Zaka
94020;367187;;Zaka;Zaka
221748;367192;;Zav pK340;Zav pK340
273972;367192;;Zav pK340;Zav pK340
259124;367202;;Zav pK340-R;Zav pK340-R
106204;367214;;Zeb;Zeb
171896;367218;;ai_script\unit\output\slg_ai_999_08.nad;ai_script\unit\output\slg_ai_999_08.nad
81976;367258;;arisia_val;arisia_val
165620;367269;;armored train;armored train
167304;367283;;bunkerCannon1;bunkerCannon1
170216;367283;;bunkerCannon1;bunkerCannon1
170424;367283;;bunkerCannon1;bunkerCannon1
167096;367297;;bunkerMG1;bunkerMG1
76536;367307;;e_atack_ace0;e_atack_ace0
78168;367307;;e_atack_ace0;e_atack_ace0
78712;367307;;e_atack_ace0;e_atack_ace0
88504;367307;;e_atack_ace0;e_atack_ace0
77080;367320;;e_atack_ace2;e_atack_ace2
77624;367333;;e_atack_ace4;e_atack_ace4
87960;367333;;e_atack_ace4;e_atack_ace4
73816;367346;;e_scout_ace0;e_scout_ace0
75992;367359;;e_scout_ace10;e_scout_ace10
74360;367373;;e_scout_ace2;e_scout_ace2
74904;367386;;e_scout_ace4;e_scout_ace4
75448;367399;;e_scout_ace7;e_scout_ace7
79800;367412;;e_sniper_ace0;e_sniper_ace0
81432;367426;;e_sniper_ace10;e_sniper_ace10
79256;367441;;e_sniper_ace2;e_sniper_ace2
80344;367455;;e_sniper_ace4;e_sniper_ace4
80888;367469;;e_sniper_ace7;e_sniper_ace7
93528;367483;;gi Randgriz;gi Randgriz
104308;367495;;stg_001　[ブルール撤退戦1];stg_001　[ブルール撤退戦1]
104020;367530;;stg_002　[ブルール撤退戦2];stg_002　[ブルール撤退戦2]
103972;367565;;stg_003　[ブルール撤退戦3];stg_003　[ブルール撤退戦3]
104740;367600;;stg_004　[ヴァーゼル河川敷戦];stg_004　[ヴァーゼル河川敷戦]
103924;367640;;stg_005　[ヴァーゼル橋奪還戦];stg_005　[ヴァーゼル橋奪還戦]
104068;367680;;stg_006　[メルビル戦1];stg_006　[メルビル戦1]
104116;367709;;stg_007　[バリアス砂漠戦];stg_007　[バリアス砂漠戦]
104164;367743;;stg_008　[ユリウス戦];stg_008　[ユリウス戦]
104212;367771;;stg_009　[ウェルキンアリシア遭難];stg_009　[ウェルキンアリシア遭難]
104260;367817;;stg_010　[第七小隊合流];stg_010　[第七小隊合流]
104356;367848;;stg_011　[王女救出];stg_011　[王女救出]
104404;367873;;stg_012　[ファウゼン都市戦];stg_012　[ファウゼン都市戦]
104452;367910;;stg_013　[グレゴール戦];stg_013　[グレゴール戦]
104500;367941;;stg_014　[イサラ最後の戦い];stg_014　[イサラ最後の戦い]
104788;367978;;stg_015　[ブルール奪回戦];stg_015　[ブルール奪回戦]
104836;368012;;stg_016　[ナジアル決戦];stg_016　[ナジアル決戦]
104548;368043;;stg_017　[ナジアル決戦2];stg_017　[ナジアル決戦2]
104596;368075;;stg_018　[グルゴビア要塞1];stg_018　[グルゴビア要塞1]
104884;368110;;stg_019　[セルベリア最後の戦い];stg_019　[セルベリア最後の戦い]
104644;368153;;stg_020　[マーモット戦1];stg_020　[マーモット戦1]
104692;368185;;stg_021　[メルビル戦2];stg_021　[メルビル戦2]
104932;368214;;stg_022　[マーモット戦2];stg_022　[マーモット戦2]
104980;368246;;stg_023　[ラスボス];stg_023　[ラスボス]
105124;368271;;stg_101　[サブオペレーション01];stg_101　[サブオペレーション01]
105172;368313;;stg_102　[サブオペレーション02];stg_102　[サブオペレーション02]
105220;368355;;stg_103　[サブオペレーション03];stg_103　[サブオペレーション03]
105268;368397;;stg_104　[サブオペレーション04];stg_104　[サブオペレーション04]
105316;368439;;stg_105　[サブオペレーション05];stg_105　[サブオペレーション05]
105364;368481;;stg_201　[フリーバトル01];stg_201　[フリーバトル01]
105412;368514;;stg_202　[フリーバトル02];stg_202　[フリーバトル02]
105460;368547;;stg_203　[フリーバトル03];stg_203　[フリーバトル03]
105508;368580;;stg_204　[フリーバトル04];stg_204　[フリーバトル04]
105556;368613;;stg_205　[フリーバトル05];stg_205　[フリーバトル05]
105604;368646;;stg_206　[フリーバトル06];stg_206　[フリーバトル06]
105652;368679;;stg_207　[フリーバトル07];stg_207　[フリーバトル07]
105700;368712;;stg_208　[フリーバトル08];stg_208　[フリーバトル08]
105748;368745;;stg_209　[フリーバトル09];stg_209　[フリーバトル09]
167512;368778;;towerMG;towerMG
170840;368778;;towerMG;towerMG
171256;368778;;towerMG;towerMG
171464;368778;;towerMG;towerMG
170632;368786;;towerMG_l;towerMG_l
171048;368796;;towerMG_m;towerMG_m
37912;368806;;ttpp;ttpp
39544;368806;;ttpp;ttpp
40088;368806;;ttpp;ttpp
40632;368806;;ttpp;ttpp
157528;368811;;val_vc001;val_vc001
157944;368821;;val_vc003;val_vc003
157736;368831;;val_vc004;val_vc004
163560;368841;;val_vc005;val_vc005
158152;368851;;val_vc006;val_vc006
172088;368861;;val_vc007;val_vc007
172296;368871;;val_vc008;val_vc008
81972;368881;;valkyria;valkyria
159816;368890;;vc102_Tank1_0;vc102_Tank1_0
160024;368904;;vc102_Tank1_1;vc102_Tank1_1
160232;368918;;vc102_Tank1_2;vc102_Tank1_2
160440;368932;;vc102_Tank1_3;vc102_Tank1_3
160648;368946;;vc102_Tank2_1;vc102_Tank2_1
160856;368960;;vc102_Tank2_2;vc102_Tank2_2
161064;368974;;vc102_Tank3_1;vc102_Tank3_1
161272;368988;;vc102_Tank3_2;vc102_Tank3_2
161480;369002;;vc103_MiddleTankA_1;vc103_MiddleTankA_1
161688;369022;;vc103_MiddleTankA_2;vc103_MiddleTankA_2
161896;369042;;vc103_MiddleTankA_3;vc103_MiddleTankA_3
162104;369062;;vc103_MiddleTankB_1;vc103_MiddleTankB_1
162312;369082;;vc103_MiddleTankC_1;vc103_MiddleTankC_1
162520;369102;;vc103_MiddleTankC_2;vc103_MiddleTankC_2
162728;369122;;vc103_MiddleTankC_3;vc103_MiddleTankC_3
167720;369142;;vc104_HeavyTankTurret_1;vc104_HeavyTankTurret_1
167928;369166;;vc104_HeavyTankTurret_2;vc104_HeavyTankTurret_2
168136;369190;;vc104_HeavyTankTurret_3;vc104_HeavyTankTurret_3
158360;369214;;vc104_HeavyTank_1;vc104_HeavyTank_1
159608;369232;;vc104_HeavyTank_2;vc104_HeavyTank_2
162936;369250;;vc104_HeavyTank_3;vc104_HeavyTank_3
158568;369268;;vc105_Destroyer_1;vc105_Destroyer_1
163352;369268;;vc105_Destroyer_1;vc105_Destroyer_1
163144;369286;;vc105_Destroyer_2;vc105_Destroyer_2
93768;369304;;von Borg;von Borg
93848;369313;;von Damon;von Damon
128852;369323;;vs Armor;vs Armure
128836;369332;;vs Personnel;vs Pers
105796;369345;;アリシア（ヴァルキュリア）部隊;アリシア（ヴァルキュリア）部隊
215344;369391;;アリ収束ビーム;アリ収束ビーム
215600;369413;;アリ連射ビーム;アリ連射ビーム
89844;369435;;オスカー;オスカー
89852;369435;;オスカー;オスカー
89856;369435;;オスカー;オスカー
89848;369448;;オズワルド;オズワルド
274992;369464;;カチューシャ;カチューシャ
119140;369483;;カナヅチ;カナヅチ
89688;369496;;カリウス;カリウス
157716;369509;;ガリア戦車;ガリア戦車
157724;369509;;ガリア戦車;ガリア戦車
172068;369525;;ガリア指揮戦車;ガリア指揮戦車
172276;369525;;ガリア指揮戦車;ガリア指揮戦車
158132;369547;;ガリア軍;ガリア軍
163540;369547;;ガリア軍;ガリア軍
157720;369560;;サイプレス;サイプレス
159800;369576;;シャカール;シャカール
160008;369576;;シャカール;シャカール
160216;369576;;シャカール;シャカール
160424;369576;;シャカール;シャカール
160632;369576;;シャカール;シャカール
160840;369576;;シャカール;シャカール
161048;369576;;シャカール;シャカール
161256;369576;;シャカール;シャカール
207920;369592;;セルベリアライフル;セルベリアライフル
274736;369620;;セルベリアライフル迎撃用;セルベリアライフル迎撃用
214064;369657;;セル収束ビーム;セル収束ビーム
214320;369679;;セル連射ビーム;セル連射ビーム
256816;369701;;タワー機銃;タワー機銃
158552;369717;;ツィーゲ;ツィーゲ
163128;369717;;ツィーゲ;ツィーゲ
163336;369717;;ツィーゲ;ツィーゲ
255024;369730;;トーチカ-機銃;トーチカ-機銃
256560;369750;;トーチカ徹甲;トーチカ徹甲
118712;369769;;パラメアップ;パラメアップ
119000;369769;;パラメアップ;パラメアップ
119096;369769;;パラメアップ;パラメアップ
119048;369788;;パラメダウン;パラメダウン
161464;369807;;ヒエナ;ヒエナ
161672;369807;;ヒエナ;ヒエナ
161880;369807;;ヒエナ;ヒエナ
162088;369807;;ヒエナ;ヒエナ
162296;369807;;ヒエナ;ヒエナ
162504;369807;;ヒエナ;ヒエナ
162712;369807;;ヒエナ;ヒエナ
158344;369817;;ビュッフェル;ビュッフェル
159592;369817;;ビュッフェル;ビュッフェル
162920;369817;;ビュッフェル;ビュッフェル
215088;369836;;マク全周光線;マク全周光線
263472;369836;;マク全周光線;マク全周光線
263728;369836;;マク全周光線;マク全周光線
214576;369855;;マク収束ビーム;マク収束ビーム
264752;369855;;マク収束ビーム;マク収束ビーム
265008;369855;;マク収束ビーム;マク収束ビーム
214832;369877;;マク連射ビーム;マク連射ビーム
263984;369877;;マク連射ビーム;マク連射ビーム
264240;369877;;マク連射ビーム;マク連射ビーム
264496;369877;;マク連射ビーム;マク連射ビーム
231216;369899;;マーモット槍;マーモット槍
231472;369918;;マー連射ビーム;マー連射ビーム
89684;369940;;ヴィンフリード;ヴィンフリード
89692;369940;;ヴィンフリード;ヴィンフリード
89696;369940;;ヴィンフリード;ヴィンフリード
163548;369962;;一般戦車2;一般戦車2
127284;369976;;土地面;土地面
127188;369986;;塹壕;塹壕
158140;369993;;姫戦車;姫戦車
263216;370003;;姫装甲車-機銃;姫装甲車-機銃
256048;370023;;対戦車砲;対戦車砲
256304;370036;;対戦車重砲;対戦車重砲
118708;370052;;山育ち;山育ち
220208;370062;;帝国1-1徹甲0;帝国1-1徹甲0
231728;370079;;帝国1-1徹甲1;帝国1-1徹甲1
231984;370096;;帝国1-1徹甲2;帝国1-1徹甲2
232240;370113;;帝国1-1徹甲3;帝国1-1徹甲3
222512;370130;;帝国1-1榴弾0;帝国1-1榴弾0
235312;370147;;帝国1-1榴弾1;帝国1-1榴弾1
235568;370164;;帝国1-1榴弾2;帝国1-1榴弾2
235824;370181;;帝国1-1榴弾3;帝国1-1榴弾3
225584;370198;;帝国1-1機銃0;帝国1-1機銃0
238640;370215;;帝国1-1機銃1;帝国1-1機銃1
238896;370232;;帝国1-1機銃2;帝国1-1機銃2
239152;370249;;帝国1-1機銃3;帝国1-1機銃3
220464;370266;;帝国1-2徹甲1;帝国1-2徹甲1
232496;370283;;帝国1-2徹甲2;帝国1-2徹甲2
222768;370300;;帝国1-2榴弾1;帝国1-2榴弾1
236080;370317;;帝国1-2榴弾2;帝国1-2榴弾2
239408;370334;;帝国1-2機銃1;帝国1-2機銃1
239664;370351;;帝国1-2機銃2;帝国1-2機銃2
232752;370368;;帝国1-3徹甲1;帝国1-3徹甲1
233008;370385;;帝国1-3徹甲2;帝国1-3徹甲2
236336;370402;;帝国1-3榴弾1;帝国1-3榴弾1
236592;370419;;帝国1-3榴弾2;帝国1-3榴弾2
239920;370436;;帝国1-3機銃1;帝国1-3機銃1
240176;370453;;帝国1-3機銃2;帝国1-3機銃2
233264;370470;;帝国2-A徹甲1;帝国2-A徹甲1
233520;370487;;帝国2-A徹甲2;帝国2-A徹甲2
233776;370504;;帝国2-A徹甲3;帝国2-A徹甲3
236848;370521;;帝国2-A榴弾1;帝国2-A榴弾1
237104;370538;;帝国2-A榴弾2;帝国2-A榴弾2
237360;370555;;帝国2-A榴弾3;帝国2-A榴弾3
240432;370572;;帝国2-A機銃1;帝国2-A機銃1
240688;370589;;帝国2-A機銃2;帝国2-A機銃2
240944;370606;;帝国2-A機銃3;帝国2-A機銃3
242224;370623;;帝国2-Bガ砲;帝国2-Bガ砲
241200;370639;;帝国2-B機銃1;帝国2-B機銃1
241456;370656;;帝国2-C機銃1;帝国2-C機銃1
241712;370673;;帝国2-C機銃2;帝国2-C機銃2
241968;370690;;帝国2-C機銃3;帝国2-C機銃3
260400;370707;;帝国2-C火炎1;帝国2-C火炎1
260656;370724;;帝国2-C火炎2;帝国2-C火炎2
260912;370741;;帝国2-C火炎3;帝国2-C火炎3
220976;370758;;帝国イェ-徹甲1;帝国イェ-徹甲1
221232;370779;;帝国イェ-徹甲2;帝国イェ-徹甲2
223536;370800;;帝国イェ-榴弾1;帝国イェ-榴弾1
223792;370821;;帝国イェ-榴弾2;帝国イェ-榴弾2
257328;370842;;帝国イェ-機銃1;帝国イェ-機銃1
257584;370863;;帝国イェ-機銃2;帝国イェ-機銃2
224560;370884;;帝国イェ煙幕弾;帝国イェ煙幕弾
222000;370906;;帝国グレ-徹甲;帝国グレ-徹甲
258352;370926;;帝国グレ-機銃;帝国グレ-機銃
258864;370946;;帝国グレ-臼砲;帝国グレ-臼砲
224048;370966;;帝国ナ-ナパーム;帝国ナ-ナパーム
221488;370989;;帝国ナ-徹甲;帝国ナ-徹甲
259376;371006;;帝国ナ-火炎;帝国ナ-火炎
257840;371023;;帝国ナ本体-機銃;帝国ナ本体-機銃
270384;371046;;帝国ハードFT10;帝国ハードFT10
270128;371066;;帝国ハードFT4;帝国ハードFT4
273712;371085;;帝国ハードFT7;帝国ハードFT7
271408;371104;;帝国ハードGR2;帝国ハードGR2
271664;371123;;帝国ハードGR3;帝国ハードGR3
271920;371142;;帝国ハードGR4;帝国ハードGR4
269872;371161;;帝国ハードMG10;帝国ハードMG10
269360;371181;;帝国ハードMG4;帝国ハードMG4
269616;371200;;帝国ハードMG7;帝国ハードMG7
271152;371219;;帝国ハードPF10;帝国ハードPF10
270640;371239;;帝国ハードPF4;帝国ハードPF4
270896;371258;;帝国ハードPF7;帝国ハードPF7
272176;371277;;帝国ハードRG2;帝国ハードRG2
272432;371296;;帝国ハードRG3;帝国ハードRG3
272688;371315;;帝国ハードRG4;帝国ハードRG4
273456;371334;;帝国ハードSR10;帝国ハードSR10
272944;371354;;帝国ハードSR4;帝国ハードSR4
273200;371373;;帝国ハードSR7;帝国ハードSR7
259120;371392;;帝国マク-主徹甲;帝国マク-主徹甲
221744;371415;;帝国マク-副徹甲;帝国マク-副徹甲
273968;371415;;帝国マク-副徹甲;帝国マク-副徹甲
274224;371415;;帝国マク-副徹甲;帝国マク-副徹甲
258096;371438;;帝国マク-機銃;帝国マク-機銃
222256;371458;;帝国マー-徹甲;帝国マー-徹甲
258608;371478;;帝国マー-機銃;帝国マー-機銃
158964;371498;;帝国指揮戦車;帝国指揮戦車
159172;371498;;帝国指揮戦車;帝国指揮戦車
171860;371498;;帝国指揮戦車;帝国指揮戦車
158756;371517;;帝国超重戦車;帝国超重戦車
234032;371536;;帝国重-徹甲1;帝国重-徹甲1
234288;371554;;帝国重-徹甲2;帝国重-徹甲2
234544;371572;;帝国重-徹甲3;帝国重-徹甲3
223024;371590;;帝国重-榴弾1;帝国重-榴弾1
237616;371608;;帝国重-榴弾2;帝国重-榴弾2
237872;371626;;帝国重-榴弾3;帝国重-榴弾3
242480;371644;;帝国重-機銃1;帝国重-機銃1
242736;371662;;帝国重-機銃2;帝国重-機銃2
242992;371680;;帝国重-機銃3;帝国重-機銃3
262448;371698;;帝国重砲塔-徹甲1;帝国重砲塔-徹甲1
262704;371722;;帝国重砲塔-徹甲2;帝国重砲塔-徹甲2
262960;371746;;帝国重砲塔-徹甲3;帝国重砲塔-徹甲3
261680;371770;;帝国重砲塔-榴弾1;帝国重砲塔-榴弾1
261936;371794;;帝国重砲塔-榴弾2;帝国重砲塔-榴弾2
262192;371818;;帝国重砲塔-榴弾3;帝国重砲塔-榴弾3
243248;371842;;帝国重砲塔-機銃1;帝国重砲塔-機銃1
243504;371866;;帝国重砲塔-機銃2;帝国重砲塔-機銃2
243760;371890;;帝国重砲塔-機銃3;帝国重砲塔-機銃3
220720;371914;;帝国駆逐-徹甲1;帝国駆逐-徹甲1
234800;371935;;帝国駆逐-徹甲2;帝国駆逐-徹甲2
235056;371956;;帝国駆逐-徹甲3;帝国駆逐-徹甲3
223280;371977;;帝国駆逐-榴弾1;帝国駆逐-榴弾1
238128;371998;;帝国駆逐-榴弾2;帝国駆逐-榴弾2
238384;372019;;帝国駆逐-榴弾3;帝国駆逐-榴弾3
244016;372040;;帝国駆逐-機銃1;帝国駆逐-機銃1
244272;372061;;帝国駆逐-機銃2;帝国駆逐-機銃2
244528;372082;;帝国駆逐-機銃3;帝国駆逐-機銃3
158136;372103;;指揮戦車;指揮戦車
163544;372103;;指揮戦車;指揮戦車
118756;372116;;木材アレルギー;木材アレルギー
127444;372138;;木製地面;木製地面
255536;372151;;榴弾砲台;榴弾砲台
254512;372164;;機関砲座;機関砲座
127156;372177;;水地面;水地面
119092;372187;;水辺育ち;水辺育ち
127412;372200;;浅瀬地面;浅瀬地面
261168;372213;;火炎放射器無し;火炎放射器無し
127476;372235;;無属性;無属性
261424;372245;;無敵機関砲;無敵機関砲
127252;372261;;石材地面;石材地面
127348;372274;;砂利地面;砂利地面
118996;372287;;砂利好き;砂利好き
119044;372300;;砂利嫌い;砂利嫌い
127380;372313;;砂地面;砂地面
127316;372323;;草地面;草地面
255280;372333;;要塞トーチカ-機銃;要塞トーチカ-機銃
257072;372359;;要塞トーチカ榴弾;要塞トーチカ榴弾
266288;372384;;連邦偽装GR;連邦偽装GR
265776;372399;;連邦偽装MG4;連邦偽装MG4
266032;372415;;連邦偽装PF4;連邦偽装PF4
266544;372431;;連邦偽装RG4;連邦偽装RG4
265520;372447;;連邦偽装SR4;連邦偽装SR4
254768;372463;;重機関砲座;重機関砲座
127220;372479;;鉄地面;鉄地面
255792;372489;;長距離榴弾砲;長距離榴弾砲
